type,code,name,addr,lat,lng
01,12845094,월드타워약국,"서울특별시 송파구 올림픽로 300 지하1층 (신천동, 롯데마트월드타워점)",37.5125565,127.1025508
01,41821696,다솜약국,"경기도 성남시 분당구 내정로 170 3층 307호 (수내동, 동신파크빌딩)",37.3734807,127.1196613
01,36808482,백수약국,"전라남도 여수시 중앙로 7-1, (서교동)",34.7406134,127.7285515
01,11805846,암사현대약국,서울특별시 강동구 올림픽로 777 102호 (암사동),37.5505172,127.1274244
01,11876808,뉴성모제일약국,서울특별시 영등포구 여의대방로62길 2 봉덕빌딩 1층 (신길동),37.5138178,126.9266878
01,41823460,나눔온누리약국,"인천광역시 계양구 동양로 101 104호 (동양동, 명일프라자)",37.5590162,126.7561503
01,41828810,화정메디칼약국,"경기도 고양시 덕양구 화중로 72 105호 (화정동, 케이탑리츠화정빌딩)",37.6336038,126.8310953
01,12847321,중앙온누리약국,서울특별시 강동구 아리수로 427 1층 (강일동),37.5649683,127.1746155
01,38832674,경희예담한약국,경상남도 창원시 성산구 단정로44번길 2 (상남동),35.2191333,128.6846581
01,36810622,푸른약국,전라남도 영암군 영암읍 동문로 8,34.7967603,126.7027441
02,4058300310,김제백산우체국,전북 김제시 백산면 학당길 6,35.8286514,126.8925708
01,33816310,참조은약국,"충청북도 보은군 보은읍 뱃들로 55-1, (병원)",36.4862878,127.7241751
01,34812369,성환제일약국,"충청남도 천안시 서북구 성환읍 성환12길 45-8,",36.9174641,127.1334456
01,37819011,메디팜사랑약국,경상북도 청송군 청송읍 의료원길 9 9,,
01,37822934,소백산약국,경상북도 안동시 앙실로 5 (수상동),36.5478775,128.7007956
03,8278501075,(주)농협하나로유통양산점,경남 양산시 물금읍 증산역로 177 라피에스타 지하1층,35.3098631,129.0093721
01,12842079,라임약국,"서울특별시 노원구 노해로 485 101호 (상계동, 금정빌딩)",37.6548787,127.0619421
02,6088304346,군북우체국,경상남도 함안군 군북면 중암7길 6,35.2616854,128.3457004
01,34837809,정산한약국,"대전광역시 서구 도마4길 51, 1층 (도마동)",36.3154468,127.3800588
01,12868132,역삼우주약국,서울특별시 강남구 언주로85길 32 역삼역센트럴푸르지오 B106호 (역삼동),37.5009284,127.0407513
01,11803878,열린프라자약국,서울특별시 강동구 천호대로170길 26 (성내동),37.5342975,127.1328782
01,38805162,성모약국,경상남도 진주시 창렬로 163 (상봉동),35.1994273,128.0748085
01,31812520,이화약국,경기도 부천시 장말로 294 (심곡동),37.4912195,126.7746438
01,34841326,큰나무약국,"충청남도 천안시 서북구 불당21로 67-12, 퍼스트프라자 113호 (불당동)",36.8136205,127.1083999
01,32802129,온누리바다약국,강원도 강릉시 주문진읍 주문로 64,37.8896425,128.826079
01,21828415,마디약국,부산광역시 동래구 충렬대로 358 (안락동),35.1977369,129.0975604
01,38833778,밝은약국,경상남도 진주시 사들로 91 이룸플러스타워 101호 (충무공동),35.1759687,128.148664
02,5078300620,영덕지품우체국,경상북도  영덕군 지품면 경동로 7159 ,36.447682,129.2821205
01,21826102,우리팜약국,부산광역시 부산진구 가야대로 767 (부전동),35.1580583,129.0555028
01,34823701,성환약국,충청남도 천안시 서북구 성환읍 성환11길 37,36.9166094,127.132035
01,34841377,더건강한약국,세종특별자치시 한누리대로 1934 메인타워 105~106호 (반곡동),36.4915874,127.3035233
01,38837650,늘푸른약국,"경상남도 통영시 중앙로 158-2, (문화동, 국가유공자녀의집)",34.8456637,128.423854
01,31884181,평촌범계약국,"경기도 안양시 동안구 시민대로 202 103호 (호계동, 에메랄드빌딩)",37.3914721,126.9534525
01,41839706,참사랑약국,경기도 안성시 장기로 38 1층 B호 (인지동),37.005711,127.2675196
01,34833285,토마토약국,대전광역시 동구 동서대로 1688 1층 (성남동),36.3488949,127.437419
01,38823454,화진약국,경상남도 창원시 마산합포구 남성로 139 (동성동),35.205276,128.5765793
01,11806290,태화약국,서울특별시 강동구 양재대로123길 9 (천호동),37.543316,127.1414226
